invoice_no,customer_id,invoice_date,country,total_amount
562157,16012,2011-08-03 11:44:00,United Kingdom,767.0699999999999
562158,15039,2011-08-03 11:45:00,United Kingdom,536.58
562161,17841,2011-08-03 11:58:00,United Kingdom,264.55
562162,12841,2011-08-03 12:03:00,United Kingdom,158.42999999999998
562163,15628,2011-08-03 12:06:00,United Kingdom,308.43
562166,13209,2011-08-03 12:10:00,United Kingdom,595.26
562173,14530,2011-08-03 12:12:00,United Kingdom,460.43
562199,12748,2011-08-03 12:20:00,United Kingdom,174.00000000000003
562200,17719,2011-08-03 12:21:00,United Kingdom,658.3800000000001
562201,14527,2011-08-03 12:31:00,United Kingdom,166.72
562202,15290,2011-08-03 12:33:00,United Kingdom,526.22
562203,16102,2011-08-03 12:50:00,United Kingdom,839.7600000000001
562204,16324,2011-08-03 12:54:00,United Kingdom,258.17
562205,18055,2011-08-03 12:55:00,United Kingdom,310.33000000000004
562207,12643,2011-08-03 12:56:00,France,1202.22
562208,16324,2011-08-03 12:58:00,United Kingdom,3.95
562209,13213,2011-08-03 13:06:00,United Kingdom,412.35
562210,13486,2011-08-03 13:10:00,United Kingdom,617.45
562211,17429,2011-08-03 13:22:00,United Kingdom,148.78000000000003
562213,13975,2011-08-03 13:39:00,United Kingdom,384.34
562214,17731,2011-08-03 13:39:00,United Kingdom,301.16999999999996
562216,16835,2011-08-03 13:50:00,United Kingdom,99.1
562217,17659,2011-08-03 14:06:00,United Kingdom,318.23999999999995
562218,13851,2011-08-03 14:07:00,United Kingdom,1106.9600000000003
562219,15089,2011-08-03 14:14:00,United Kingdom,1221.56
562220,15150,2011-08-03 14:19:00,United Kingdom,304.41999999999996
562222,18073,2011-08-03 14:33:00,United Kingdom,832.5
562224,17306,2011-08-03 14:35:00,United Kingdom,611.24
562233,14972,2011-08-03 14:54:00,United Kingdom,114.77
562255,16607,2011-08-03 15:02:00,United Kingdom,14.040000000000001
562256,15152,2011-08-03 15:14:00,United Kingdom,399.6
562257,17848,2011-08-03 15:14:00,United Kingdom,148.72
562258,16348,2011-08-03 15:28:00,United Kingdom,191.82000000000002
562259,15400,2011-08-03 15:34:00,United Kingdom,85.2
562260,13408,2011-08-03 15:38:00,United Kingdom,452.80000000000007
562261,13408,2011-08-03 15:38:00,United Kingdom,119.52000000000001
562262,13408,2011-08-03 15:39:00,United Kingdom,66.0
562263,17514,2011-08-03 15:45:00,United Kingdom,208.65
562269,14056,2011-08-03 16:35:00,United Kingdom,251.94
562270,12917,2011-08-03 16:42:00,United Kingdom,594.0
562271,16098,2011-08-03 17:05:00,United Kingdom,200.32
562272,12971,2011-08-04 08:18:00,United Kingdom,83.10000000000001
562273,12502,2011-08-04 09:55:00,Spain,788.8700000000001
562274,12704,2011-08-04 10:00:00,Finland,360.81
562275,12689,2011-08-04 10:04:00,France,511.03
562276,17735,2011-08-04 10:23:00,United Kingdom,954.0000000000001
562277,17315,2011-08-04 10:24:00,United Kingdom,190.35
562282,13098,2011-08-04 10:38:00,United Kingdom,2022.6
562283,15249,2011-08-04 10:43:00,United Kingdom,615.5
562284,15133,2011-08-04 10:44:00,United Kingdom,324.52000000000004
562285,17404,2011-08-04 10:45:00,Sweden,612.0
562286,15061,2011-08-04 10:45:00,United Kingdom,913.3
562287,12455,2011-08-04 11:07:00,Spain,78.56
562290,14825,2011-08-04 11:16:00,United Kingdom,132.04999999999998
562313,14640,2011-08-04 11:38:00,United Kingdom,496.24
562332,13791,2011-08-04 11:44:00,United Kingdom,579.0
562339,13571,2011-08-04 11:59:00,United Kingdom,167.26000000000002
562340,13985,2011-08-04 12:05:00,United Kingdom,407.38
562341,15005,2011-08-04 12:13:00,United Kingdom,192.27999999999997
562342,16929,2011-08-04 12:13:00,United Kingdom,199.74
562343,17381,2011-08-04 12:13:00,United Kingdom,376.32
562344,17381,2011-08-04 12:14:00,United Kingdom,151.2
562345,13694,2011-08-04 12:14:00,United Kingdom,1505.6400000000003
562346,16187,2011-08-04 12:14:00,United Kingdom,422.82000000000005
562347,13263,2011-08-04 12:22:00,United Kingdom,167.32
562348,17511,2011-08-04 12:36:00,United Kingdom,5162.74
562349,16915,2011-08-04 13:03:00,United Kingdom,173.70000000000002
562351,16626,2011-08-04 13:10:00,United Kingdom,198.0
562353,16180,2011-08-04 13:15:00,United Kingdom,2317.0
562354,17470,2011-08-04 13:15:00,United Kingdom,193.36
562355,14768,2011-08-04 13:25:00,United Kingdom,133.20000000000002
562365,14344,2011-08-04 13:51:00,United Kingdom,117.3
562366,17692,2011-08-04 14:01:00,United Kingdom,117.47999999999999
562368,16570,2011-08-04 14:06:00,United Kingdom,299.52
562369,17584,2011-08-04 14:12:00,United Kingdom,749.45
562370,12626,2011-08-04 14:20:00,Germany,1062.8400000000001
562371,13709,2011-08-04 14:30:00,United Kingdom,788.04
562372,16258,2011-08-04 14:33:00,United Kingdom,754.8000000000001
562373,16672,2011-08-04 14:33:00,United Kingdom,318.5
562374,14911,2011-08-04 14:40:00,EIRE,4345.1
562376,15254,2011-08-04 15:04:00,United Kingdom,300.36000000000007
562377,14535,2011-08-04 15:04:00,United Kingdom,799.9399999999999
562378,15046,2011-08-04 15:07:00,United Kingdom,943.07
562379,15134,2011-08-04 15:17:00,United Kingdom,203.78000000000003
562380,14778,2011-08-04 15:23:00,United Kingdom,396.81000000000006
562381,16873,2011-08-04 15:33:00,United Kingdom,638.0200000000001
562387,13402,2011-08-04 15:51:00,United Kingdom,312.95
562388,18099,2011-08-04 15:52:00,United Kingdom,168.31
562389,16531,2011-08-04 15:55:00,United Kingdom,199.7
562392,15205,2011-08-04 16:07:00,United Kingdom,476.29999999999995
562393,18172,2011-08-04 16:17:00,United Kingdom,1019.4400000000002
562416,13969,2011-08-04 16:31:00,United Kingdom,301.92999999999995
562418,16572,2011-08-04 16:34:00,United Kingdom,367.31999999999994
562419,14667,2011-08-04 16:36:00,United Kingdom,249.13
562421,15241,2011-08-04 16:41:00,United Kingdom,74.39999999999999
562422,13218,2011-08-04 16:59:00,United Kingdom,62.64
562424,12584,2011-08-04 17:07:00,Italy,12.75
562426,12748,2011-08-04 17:13:00,United Kingdom,29.700000000000003
562427,17267,2011-08-04 17:19:00,United Kingdom,311.0199999999999
562428,17267,2011-08-04 17:22:00,United Kingdom,6.6
562429,13767,2011-08-04 17:23:00,United Kingdom,423.84
562430,18109,2011-08-04 17:26:00,United Kingdom,270.52
562431,13069,2011-08-04 17:37:00,United Kingdom,47.290000000000006
562432,14004,2011-08-04 17:38:00,United Kingdom,716.0
562433,17677,2011-08-04 17:40:00,United Kingdom,1016.04
562434,12823,2011-08-04 17:45:00,United Kingdom,229.5
562435,12693,2011-08-04 17:51:00,Germany,225.14000000000001
562436,17961,2011-08-04 17:55:00,United Kingdom,2.25
562437,13047,2011-08-04 17:58:00,United Kingdom,447.93000000000006
562439,12931,2011-08-04 18:06:00,United Kingdom,18841.480000000003
562440,12931,2011-08-04 18:07:00,United Kingdom,204.0
562441,14543,2011-08-04 18:18:00,United Kingdom,161.4
562442,14397,2011-08-04 18:31:00,United Kingdom,98.15999999999998
562443,17723,2011-08-04 18:37:00,United Kingdom,622.5
562444,14713,2011-08-04 18:44:00,United Kingdom,372.24
562445,12417,2011-08-04 18:51:00,Belgium,355.56
562446,13145,2011-08-04 19:06:00,United Kingdom,118.80000000000001
562447,15251,2011-08-04 19:20:00,United Kingdom,492.0
562448,17428,2011-08-04 19:22:00,United Kingdom,1327.55
562449,14562,2011-08-04 20:01:00,United Kingdom,250.32
562450,12562,2011-08-05 08:40:00,France,650.0
562451,15110,2011-08-05 09:25:00,United Kingdom,206.9
562452,16302,2011-08-05 09:44:00,United Kingdom,233.22
562453,18097,2011-08-05 10:31:00,United Kingdom,234.54
562454,15128,2011-08-05 10:31:00,United Kingdom,312.14
562455,18097,2011-08-05 10:32:00,United Kingdom,320.29999999999995
562456,15194,2011-08-05 10:39:00,United Kingdom,402.02000000000004
562457,18079,2011-08-05 11:00:00,United Kingdom,593.35
562458,16029,2011-08-05 11:16:00,United Kingdom,480.0
562459,16029,2011-08-05 11:17:00,United Kingdom,757.2
562460,17841,2011-08-05 11:19:00,United Kingdom,245.82999999999996
562461,16029,2011-08-05 11:19:00,United Kingdom,260.62
562462,16029,2011-08-05 11:21:00,United Kingdom,520.1
562465,13908,2011-08-05 11:46:00,United Kingdom,630.5
562466,13435,2011-08-05 11:49:00,United Kingdom,251.26
562467,13513,2011-08-05 11:50:00,United Kingdom,205.09999999999997
562468,16928,2011-08-05 11:52:00,United Kingdom,125.0
562490,14720,2011-08-05 12:06:00,United Kingdom,155.79999999999998
562516,15129,2011-08-05 12:25:00,United Kingdom,390.0
562517,15719,2011-08-05 12:27:00,United Kingdom,347.12999999999994
562518,16818,2011-08-05 12:30:00,United Kingdom,272.56
562519,16764,2011-08-05 12:37:00,United Kingdom,172.42000000000002
562520,12599,2011-08-05 12:38:00,France,180.3
562521,17457,2011-08-05 12:48:00,United Kingdom,340.05999999999995
562523,16174,2011-08-05 13:26:00,United Kingdom,304.20000000000005
562524,15201,2011-08-05 13:28:00,United Kingdom,301.41
562525,18282,2011-08-05 13:35:00,United Kingdom,100.21
562526,16880,2011-08-05 13:46:00,United Kingdom,166.36
562527,12647,2011-08-05 13:49:00,Germany,307.8
562528,12610,2011-08-05 13:52:00,Italy,946.75
562529,15201,2011-08-05 14:05:00,United Kingdom,29.58
562531,13984,2011-08-05 14:30:00,United Kingdom,102.1
562532,14083,2011-08-05 14:31:00,United Kingdom,17.85
562533,17676,2011-08-05 14:36:00,United Kingdom,16.5
562534,14031,2011-08-05 14:49:00,United Kingdom,809.11
562535,13200,2011-08-05 14:50:00,United Kingdom,319.32
562537,12517,2011-08-05 15:02:00,Germany,771.75
562538,15505,2011-08-05 15:07:00,United Kingdom,502.02
562539,17220,2011-08-05 15:30:00,United Kingdom,336.5199999999999
562540,17400,2011-08-05 15:38:00,United Kingdom,817.44
562541,18102,2011-08-05 15:39:00,United Kingdom,985.92
562542,17377,2011-08-05 15:40:00,United Kingdom,314.69
562543,13552,2011-08-05 15:45:00,United Kingdom,463.9
562545,12971,2011-08-05 15:46:00,United Kingdom,137.76
562549,17092,2011-08-05 16:10:00,United Kingdom,498.16999999999996
562550,13082,2011-08-05 16:16:00,United Kingdom,90.0
562551,17231,2011-08-05 16:19:00,United Kingdom,205.26999999999995
562552,12748,2011-08-05 16:23:00,United Kingdom,9.899999999999999
562555,15671,2011-08-05 16:37:00,United Kingdom,301.35999999999996
562558,13451,2011-08-05 16:43:00,United Kingdom,811.01
562560,14156,2011-08-05 17:12:00,EIRE,1572.73
562562,16271,2011-08-05 17:43:00,United Kingdom,299.42
562563,13450,2011-08-07 10:24:00,United Kingdom,302.28
562564,15058,2011-08-07 10:43:00,United Kingdom,234.35
562565,16206,2011-08-07 10:45:00,United Kingdom,121.11000000000001
562566,16954,2011-08-07 10:55:00,United Kingdom,303.9
562567,12877,2011-08-07 11:40:00,United Kingdom,100.4
562568,12720,2011-08-07 11:59:00,Germany,107.4
562569,17323,2011-08-07 12:05:00,United Kingdom,104.51
562570,14079,2011-08-07 12:10:00,United Kingdom,375.0999999999999
562571,13782,2011-08-07 12:21:00,United Kingdom,126.63
562572,17298,2011-08-07 12:21:00,United Kingdom,107.64000000000001
562573,13248,2011-08-07 12:40:00,United Kingdom,78.21000000000001
562574,14903,2011-08-07 12:42:00,United Kingdom,611.59
562575,15411,2011-08-07 12:54:00,United Kingdom,225.80999999999997
562576,15518,2011-08-07 13:08:00,United Kingdom,228.58
562578,14331,2011-08-07 13:17:00,United Kingdom,79.0
562579,16950,2011-08-07 13:30:00,United Kingdom,606.41
562580,14024,2011-08-07 13:31:00,United Kingdom,262.45
562581,15860,2011-08-07 13:43:00,United Kingdom,113.79000000000002
562583,15831,2011-08-07 13:54:00,United Kingdom,141.17
562584,13752,2011-08-07 14:16:00,United Kingdom,204.15
562585,14053,2011-08-07 14:27:00,United Kingdom,106.0
562586,16066,2011-08-07 14:33:00,United Kingdom,316.38
562587,15640,2011-08-07 14:34:00,United Kingdom,1444.6599999999999
562589,15198,2011-08-07 15:16:00,United Kingdom,107.64
562590,12748,2011-08-07 15:39:00,United Kingdom,53.519999999999996
562591,12748,2011-08-07 15:40:00,United Kingdom,46.559999999999995
562592,13418,2011-08-07 15:43:00,United Kingdom,263.19
562593,16549,2011-08-07 15:43:00,United Kingdom,662.03
562595,17602,2011-08-07 15:52:00,United Kingdom,142.50000000000003
562596,16145,2011-08-08 09:22:00,United Kingdom,325.50999999999993
562598,15152,2011-08-08 10:00:00,United Kingdom,309.06000000000006
562599,13013,2011-08-08 10:01:00,United Kingdom,194.51
562600,12676,2011-08-08 10:01:00,Sweden,169.1
562602,12865,2011-08-08 10:11:00,Austria,981.38
562603,17870,2011-08-08 10:40:00,United Kingdom,106.91
562604,17611,2011-08-08 10:51:00,United Kingdom,301.59999999999997
562605,12530,2011-08-08 10:59:00,Germany,416.65000000000003
562606,13552,2011-08-08 11:28:00,United Kingdom,19.919999999999998
562607,12885,2011-08-08 11:45:00,United Kingdom,645.35
562608,15502,2011-08-08 11:45:00,United Kingdom,3315.0699999999997
562609,17331,2011-08-08 11:55:00,United Kingdom,175.2
562610,16333,2011-08-08 11:56:00,United Kingdom,1282.0
562611,17716,2011-08-08 11:58:00,United Kingdom,809.8199999999999
562612,16637,2011-08-08 12:00:00,United Kingdom,226.93
562614,17961,2011-08-08 12:15:00,United Kingdom,24.880000000000003
562615,16458,2011-08-08 12:20:00,United Kingdom,254.80000000000004
562616,14748,2011-08-08 12:28:00,United Kingdom,347.64
562619,15311,2011-08-08 12:34:00,United Kingdom,159.91999999999996
562621,14415,2011-08-08 12:36:00,United Kingdom,364.26000000000005
562649,14606,2011-08-08 13:11:00,United Kingdom,211.85
562650,17404,2011-08-08 13:12:00,Sweden,80.0
562652,14844,2011-08-08 13:34:00,United Kingdom,714.3299999999999
562670,14911,2011-08-08 13:42:00,EIRE,829.9600000000002
562680,17954,2011-08-08 13:46:00,United Kingdom,241.00999999999996
562688,13869,2011-08-08 13:53:00,United Kingdom,1519.99
562701,13767,2011-08-08 13:59:00,United Kingdom,480.6
562708,17085,2011-08-08 14:15:00,United Kingdom,347.75
562710,14298,2011-08-08 14:37:00,United Kingdom,598.88
562711,16788,2011-08-08 14:53:00,United Kingdom,300.30999999999995
562712,13016,2011-08-08 15:00:00,United Kingdom,425.2499999999999
562713,15189,2011-08-08 15:17:00,United Kingdom,576.8399999999999
562716,14257,2011-08-08 15:35:00,United Kingdom,1388.92
562718,18241,2011-08-08 16:07:00,United Kingdom,169.39999999999998
562719,16365,2011-08-08 16:15:00,United Kingdom,53.95
562720,15033,2011-08-08 16:18:00,United Kingdom,36.89
562721,15985,2011-08-08 16:31:00,United Kingdom,242.84000000000003
562722,13798,2011-08-08 16:43:00,United Kingdom,1109.3400000000001
562725,17302,2011-08-09 09:04:00,United Kingdom,358.49
562727,15601,2011-08-09 09:26:00,United Kingdom,462.06
562729,12569,2011-08-09 10:05:00,Germany,102.97999999999999
562730,17554,2011-08-09 10:16:00,United Kingdom,477.46
562732,18248,2011-08-09 10:19:00,United Kingdom,307.56000000000006
562733,14626,2011-08-09 10:20:00,United Kingdom,984.3899999999999
562767,13769,2011-08-09 10:47:00,United Kingdom,282.23
562768,14127,2011-08-09 10:49:00,United Kingdom,257.48
562769,14409,2011-08-09 10:52:00,United Kingdom,190.8
562770,17139,2011-08-09 11:56:00,United Kingdom,1256.95
562771,13113,2011-08-09 12:00:00,United Kingdom,657.4
562772,13097,2011-08-09 12:07:00,United Kingdom,641.85
562774,13500,2011-08-09 12:20:00,United Kingdom,326.40000000000003
562775,15078,2011-08-09 12:21:00,United Kingdom,494.6
562776,14180,2011-08-09 12:23:00,United Kingdom,174.65
562777,15247,2011-08-09 12:52:00,United Kingdom,356.0
562778,17591,2011-08-09 12:55:00,United Kingdom,213.60000000000002
562779,17841,2011-08-09 12:58:00,United Kingdom,356.41999999999996
562780,14901,2011-08-09 13:03:00,United Kingdom,159.64000000000001
562781,14334,2011-08-09 13:10:00,United Kingdom,335.2799999999999
562782,13280,2011-08-09 13:14:00,United Kingdom,115.5
562783,13018,2011-08-09 13:22:00,United Kingdom,251.96
562784,16791,2011-08-09 13:22:00,United Kingdom,224.12000000000006
562787,15581,2011-08-09 13:44:00,United Kingdom,208.34
562788,17669,2011-08-09 13:48:00,United Kingdom,368.5
562789,14646,2011-08-09 13:50:00,Netherlands,12341.21
562790,14646,2011-08-09 13:51:00,Netherlands,157.5
562791,17730,2011-08-09 14:18:00,United Kingdom,367.46000000000004
562792,17634,2011-08-09 14:18:00,United Kingdom,105.99000000000001
562804,13355,2011-08-09 14:48:00,United Kingdom,674.7
562806,13636,2011-08-09 14:56:00,United Kingdom,105.1
562807,16053,2011-08-09 14:57:00,United Kingdom,1124.1899999999998
562809,16775,2011-08-09 15:12:00,United Kingdom,109.63000000000002
562810,16656,2011-08-09 15:22:00,United Kingdom,60.0
562812,13217,2011-08-09 15:32:00,United Kingdom,52.02
562838,13162,2011-08-09 15:59:00,United Kingdom,382.85
562839,14056,2011-08-09 16:17:00,United Kingdom,123.21
562840,14527,2011-08-09 16:27:00,United Kingdom,150.74
562841,17675,2011-08-09 16:42:00,United Kingdom,392.06
562842,17675,2011-08-09 16:44:00,United Kingdom,245.8
562844,12444,2011-08-10 08:41:00,Norway,757.0699999999999
562847,16245,2011-08-10 09:34:00,United Kingdom,315.71999999999997
562849,16700,2011-08-10 09:52:00,United Kingdom,307.21999999999997
562850,14680,2011-08-10 10:08:00,United Kingdom,2388.2
562851,13117,2011-08-10 10:09:00,United Kingdom,90.39999999999999
562852,13050,2011-08-10 10:12:00,United Kingdom,392.17
562853,13919,2011-08-10 10:15:00,Denmark,213.14999999999998
562854,16133,2011-08-10 10:15:00,United Kingdom,304.96000000000004
562878,16241,2011-08-10 10:45:00,United Kingdom,120.84000000000005
562879,15640,2011-08-10 10:45:00,United Kingdom,45.0
562880,15838,2011-08-10 10:53:00,United Kingdom,4105.9400000000005
562881,15632,2011-08-10 10:57:00,United Kingdom,409.61
562882,12384,2011-08-10 11:23:00,Switzerland,292.69
562883,14056,2011-08-10 11:24:00,United Kingdom,6.300000000000001
562885,14024,2011-08-10 11:30:00,United Kingdom,65.25
562886,17994,2011-08-10 11:41:00,United Kingdom,120.71000000000001
562888,14388,2011-08-10 11:58:00,United Kingdom,335.15
562890,14191,2011-08-10 12:11:00,United Kingdom,355.45000000000005
562891,13468,2011-08-10 12:18:00,United Kingdom,107.1
562892,16292,2011-08-10 12:24:00,United Kingdom,302.25
562893,17442,2011-08-10 12:25:00,United Kingdom,521.44
562894,12571,2011-08-10 12:35:00,France,248.35
562902,13925,2011-08-10 12:41:00,United Kingdom,115.93
562907,14116,2011-08-10 12:44:00,United Kingdom,319.96999999999997
562908,16839,2011-08-10 12:48:00,United Kingdom,457.25
562912,15311,2011-08-10 13:15:00,United Kingdom,205.32
562913,17042,2011-08-10 13:19:00,United Kingdom,241.91999999999996
562914,16558,2011-08-10 13:25:00,United Kingdom,203.59
562917,17949,2011-08-10 13:43:00,United Kingdom,432.0
562918,15615,2011-08-10 13:51:00,United Kingdom,520.54
562919,15615,2011-08-10 13:52:00,United Kingdom,15.0
562920,14495,2011-08-10 14:13:00,United Kingdom,40.599999999999994
562922,12594,2011-08-10 14:26:00,Italy,721.95
562923,16996,2011-08-10 14:34:00,United Kingdom,340.9
562924,16750,2011-08-10 14:49:00,United Kingdom,98.38
562925,17389,2011-08-10 14:51:00,United Kingdom,625.8
562926,17512,2011-08-10 14:55:00,United Kingdom,350.58
562928,15494,2011-08-10 15:29:00,United Kingdom,1127.38
562929,17562,2011-08-10 15:37:00,United Kingdom,126.3
562930,14209,2011-08-10 16:01:00,United Kingdom,354.68000000000006
562931,14030,2011-08-10 16:19:00,United Kingdom,222.48
562932,16904,2011-08-10 16:39:00,United Kingdom,282.96999999999997
562935,14156,2011-08-10 17:11:00,EIRE,1253.0499999999997
562939,15498,2011-08-11 08:37:00,United Kingdom,660.76
562940,15498,2011-08-11 08:38:00,United Kingdom,337.5
562941,15498,2011-08-11 08:39:00,United Kingdom,17.4
562942,13538,2011-08-11 08:50:00,United Kingdom,176.85
562944,13985,2011-08-11 09:34:00,United Kingdom,371.2999999999999
562946,15581,2011-08-11 09:38:00,United Kingdom,2500.0
562947,15987,2011-08-11 09:45:00,United Kingdom,403.05
562948,17857,2011-08-11 09:46:00,United Kingdom,101.76
562949,14346,2011-08-11 09:47:00,United Kingdom,759.14
562950,15608,2011-08-11 09:56:00,United Kingdom,285.67999999999995
562951,14462,2011-08-11 09:57:00,United Kingdom,252.62
562960,14911,2011-08-11 10:22:00,EIRE,438.4
562963,13203,2011-08-11 10:29:00,United Kingdom,144.15
562964,13488,2011-08-11 10:29:00,United Kingdom,642.36
562965,18226,2011-08-11 10:45:00,United Kingdom,666.8
562966,16133,2011-08-11 10:53:00,United Kingdom,424.08000000000004
562967,16422,2011-08-11 10:54:00,United Kingdom,327.12
562968,14291,2011-08-11 10:55:00,United Kingdom,325.32
562973,14911,2011-08-11 11:42:00,EIRE,1234.0000000000002
562980,17686,2011-08-11 11:44:00,United Kingdom,1552.6000000000001
562984,17841,2011-08-11 11:45:00,United Kingdom,403.05000000000007
562999,15117,2011-08-11 11:51:00,United Kingdom,363.33
563011,16283,2011-08-11 12:00:00,United Kingdom,109.97999999999999
563012,17284,2011-08-11 12:00:00,United Kingdom,272.97
563013,12993,2011-08-11 12:01:00,United Kingdom,197.10000000000002
563014,13408,2011-08-11 12:17:00,United Kingdom,383.96
563016,15358,2011-08-11 12:44:00,United Kingdom,710.1999999999999
563017,13198,2011-08-11 12:48:00,United Kingdom,489.86
563018,13427,2011-08-11 12:53:00,United Kingdom,250.36
563019,17340,2011-08-11 12:58:00,United Kingdom,595.7199999999999
563020,12428,2011-08-11 12:58:00,Finland,605.1400000000001
563021,18077,2011-08-11 13:25:00,United Kingdom,255.74
563022,17248,2011-08-11 13:34:00,United Kingdom,318.65000000000003
563023,14639,2011-08-11 13:39:00,United Kingdom,534.34
563024,14639,2011-08-11 13:41:00,United Kingdom,219.76
563026,15747,2011-08-11 14:04:00,United Kingdom,306.81999999999994
563028,17629,2011-08-11 14:16:00,United Kingdom,83.25
563029,18093,2011-08-11 14:34:00,United Kingdom,899.3600000000001
563030,14834,2011-08-11 14:36:00,United Kingdom,185.60999999999996
563031,13263,2011-08-11 14:38:00,United Kingdom,137.5
563032,16076,2011-08-11 14:39:00,United Kingdom,256.88
563033,16928,2011-08-11 14:48:00,United Kingdom,140.84
563034,17644,2011-08-11 14:53:00,United Kingdom,314.86
563035,17790,2011-08-11 14:54:00,United Kingdom,205.22
563036,14868,2011-08-11 14:55:00,United Kingdom,400.59999999999997
563037,12362,2011-08-11 15:02:00,Belgium,469.25
563038,16656,2011-08-11 15:05:00,United Kingdom,940.6399999999999
563060,17653,2011-08-11 15:24:00,United Kingdom,163.24
563061,13588,2011-08-11 15:25:00,United Kingdom,471.32
563062,17811,2011-08-11 15:25:00,United Kingdom,120.42
563070,14099,2011-08-11 15:34:00,United Kingdom,349.02000000000004
563071,17633,2011-08-11 15:43:00,United Kingdom,332.89
563073,18235,2011-08-11 15:56:00,United Kingdom,319.34
563074,12931,2011-08-11 15:58:00,United Kingdom,9349.72
563075,13645,2011-08-11 16:11:00,United Kingdom,252.1
563076,14646,2011-08-11 16:12:00,Netherlands,19150.659999999996
563078,15955,2011-08-11 16:30:00,United Kingdom,480.65000000000003
563079,15955,2011-08-11 16:31:00,United Kingdom,17.700000000000003
563080,15955,2011-08-11 16:32:00,United Kingdom,37.14
563089,15469,2011-08-11 16:54:00,United Kingdom,304.29999999999995
563090,16186,2011-08-11 17:00:00,United Kingdom,389.36
563091,12994,2011-08-11 17:02:00,United Kingdom,292.87
563092,13307,2011-08-11 17:14:00,United Kingdom,15.0
563094,14525,2011-08-11 17:35:00,United Kingdom,668.56
563095,13158,2011-08-12 09:04:00,United Kingdom,305.34
563096,15544,2011-08-12 09:10:00,United Kingdom,324.72
563097,17642,2011-08-12 09:11:00,United Kingdom,316.99
563098,14911,2011-08-12 09:14:00,EIRE,1396.6599999999999
563099,15689,2011-08-12 09:37:00,United Kingdom,150.6
563100,12381,2011-08-12 09:57:00,Norway,1268.74
563103,13873,2011-08-12 10:08:00,United Kingdom,159.20000000000002
563104,13888,2011-08-12 10:13:00,United Kingdom,366.11
563110,14849,2011-08-12 11:07:00,United Kingdom,509.08000000000004
563111,15249,2011-08-12 11:08:00,United Kingdom,384.6
563112,14849,2011-08-12 11:09:00,United Kingdom,304.63
563137,14534,2011-08-12 11:22:00,United Kingdom,153.85
563147,13695,2011-08-12 11:29:00,United Kingdom,81.0
563149,13695,2011-08-12 11:41:00,United Kingdom,101.76
563150,15192,2011-08-12 11:41:00,United Kingdom,306.33000000000004
563155,13069,2011-08-12 11:48:00,United Kingdom,138.68
563161,14790,2011-08-12 12:15:00,United Kingdom,211.88
563162,16013,2011-08-12 12:15:00,United Kingdom,339.26
563163,16013,2011-08-12 12:16:00,United Kingdom,1069.2
563164,16013,2011-08-12 12:18:00,United Kingdom,505.79999999999995
563165,14646,2011-08-12 12:36:00,Netherlands,825.6
563166,18092,2011-08-12 12:37:00,United Kingdom,1181.44
563167,14696,2011-08-12 12:37:00,United Kingdom,287.15
563168,16045,2011-08-12 12:41:00,United Kingdom,210.05
563169,14911,2011-08-12 12:42:00,EIRE,768.97
563170,18237,2011-08-12 12:44:00,United Kingdom,243.21
563171,16317,2011-08-12 12:46:00,United Kingdom,308.30999999999995
563172,12399,2011-08-12 13:15:00,Belgium,209.62000000000003
563173,17381,2011-08-12 13:27:00,United Kingdom,528.0
563174,16746,2011-08-12 13:40:00,United Kingdom,337.0
563175,14855,2011-08-12 14:02:00,United Kingdom,339.29999999999995
563176,17293,2011-08-12 14:02:00,United Kingdom,96.86
563177,17293,2011-08-12 14:03:00,United Kingdom,65.0
563178,16011,2011-08-12 14:12:00,United Kingdom,208.39
563179,12431,2011-08-12 14:19:00,Australia,608.7599999999999
563180,16209,2011-08-12 14:25:00,United Kingdom,212.64000000000001
563181,16612,2011-08-12 14:32:00,United Kingdom,161.4
563182,17122,2011-08-12 14:33:00,United Kingdom,138.32
563183,14110,2011-08-12 14:47:00,United Kingdom,860.98
563184,17516,2011-08-12 14:50:00,United Kingdom,153.64
563188,15606,2011-08-12 15:00:00,United Kingdom,303.22
563189,12682,2011-08-12 15:22:00,France,412.88
563191,16678,2011-08-12 16:07:00,United Kingdom,326.75
563192,16745,2011-08-12 16:10:00,United Kingdom,311.20000000000005
563194,17858,2011-08-12 16:36:00,United Kingdom,320.3
563196,14406,2011-08-12 16:54:00,United Kingdom,156.75
563198,15270,2011-08-14 10:38:00,United Kingdom,536.54
563199,16326,2011-08-14 10:38:00,United Kingdom,151.0
563200,13838,2011-08-14 10:49:00,United Kingdom,148.32
563201,13838,2011-08-14 10:52:00,United Kingdom,93.16000000000003
563202,12722,2011-08-14 11:16:00,France,46.65
563203,16525,2011-08-14 11:31:00,United Kingdom,348.0
563204,17048,2011-08-14 11:49:00,United Kingdom,164.95
563205,14040,2011-08-14 12:03:00,United Kingdom,338.05999999999995
563206,17613,2011-08-14 12:08:00,United Kingdom,155.92999999999998
563208,14040,2011-08-14 12:12:00,United Kingdom,39.84
563209,13527,2011-08-14 12:23:00,United Kingdom,444.44000000000005
563210,16466,2011-08-14 12:27:00,United Kingdom,245.67000000000004
563211,17049,2011-08-14 12:33:00,United Kingdom,330.28
563212,17800,2011-08-14 12:41:00,United Kingdom,169.8
563213,16115,2011-08-14 12:55:00,United Kingdom,273.02
